#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
ABT1-6-1	chr6	+	26597171	26600278	ABT1	29777
MLH3-14-1	chr14	-	75480467	75518235	MLH3	27030
MFSD11-17-1	chr17	+	74732647	74775336	MFSD11	79157
SERPINB3-18-1	chr18	-	61322431	61329259	SERPINB3	6317
PSMA1-11-1	chr11	-	14526422	14665180	PSMA1	5682
NAA60-16-1	chr16	+	3493611	3536963	NAA60	79903
SREK1-5-1	chr5	+	65440046	65479444	SREK1	140890
IMPAD1-8-1	chr8	-	57870488	57906430	IMPAD1	54928
TMEM62-15-1	chr15	+	43425722	43477342	TMEM62	80021
LOC284757-20-1	chr20	+	58713548	58897314	MIR646HG	284757
UTP3-4-1	chr4	+	71554196	71556268	UTP3	57050
CALML4-15-1	chr15	-	68483043	68498448	CALML4	91860
MIR4712-15-1	chr15	+	50652526	50652607	MIR4712	100616396
ARHGAP22-10-1	chr10	-	49654068	49864310	ARHGAP22	58504
KLLN-10-1	chr10	-	89618918	89623194	KLLN	100144748
OR6C2-12-1	chr12	+	55845998	55846936	OR6C2	341416
PHLDA2-11-1	chr11	-	2949503	2950650	PHLDA2	7262
CACNA1H-16-1	chr16	+	1203241	1271772	CACNA1H	8912
LY75-2-1	chr2	-	160659866	160761267	LY75	4065
RSC1A1-1-1	chr1	+	15986364	15988217	RSC1A1	6248
LOC646862-19-1	chr19	+	58907457	58908446	RNF225	646862
TMEM261-9-1	chr9	-	7796490	7799806	DMAC1	90871
CPEB4-5-1	chr5	+	173315331	173387313	CPEB4	80315
RNF169-11-1	chr11	+	74459913	74553458	RNF169	254225
GSDMA-17-1	chr17	+	38119226	38134019	GSDMA	284110
BCL11A-2-1	chr2	-	60678302	60780633	BCL11A	53335
TIMM21-18-1	chr18	+	71815746	71826204	TIMM21	29090
C2ORF43-2-1	chr2	-	20883774	21022890	LDAH	60526
PIPSL-10-1	chr10	-	95717897	95721672	PIPSL	266971
APOPT1-14-1	chr14	+	104029299	104057236	APOPT1	84334
LINC00628-1-1	chr1	-	204337558	204338847	LINC00628	127841
BTBD6-14-1	chr14	+	105714879	105717430	BTBD6	90135
QRSL1-6-1	chr6	+	107077441	107116292	QRSL1	55278
VPS54-2-1	chr2	-	64119280	64246526	VPS54	51542
TNFSF15-9-1	chr9	-	117546915	117568408	TNFSF15	9966
SLC5A2-16-1	chr16	+	31494439	31502091	SLC5A2	6524
GTF2H5-6-1	chr6	+	158589379	158620376	GTF2H5	404672
MAST1-19-1	chr19	+	12949259	12985766	MAST1	22983
PRR15L-17-1	chr17	-	46029333	46035252	PRR15L	79170
HOXD4-2-1	chr2	+	177015122	177017951	HOXD4	3233
KRTAP4-3-17-1	chr17	-	39323483	39324424	KRTAP4-3	85290
TCTN1-12-1	chr12	+	111051832	111086935	TCTN1	79600
SLC12A1-15-1	chr15	+	48498498	48596275	SLC12A1	6557
AMIGO1-1-1	chr1	-	110049446	110052336	AMIGO1	57463
LOC100129973-15-1	chr15	+	52472223	52498076	CERNA1	100129973
FAM66C-12-1	chr12	+	8332805	8353596	FAM66C	440078
TOP2A-17-1	chr17	-	38544773	38574202	TOP2A	7153
ARMCX6-23-1	chrX	-	100870108	100872991	ARMCX6	54470
FLJ42351-2-1	chr2	-	113399407	113401757	FLJ42351	400999
C1ORF65-1-1	chr1	+	223566715	223568812	CCDC185	164127
POLR2L-11-1	chr11	-	839721	842529	POLR2L	5441
MBLAC1-7-1	chr7	+	99724317	99726121	MBLAC1	255374
ADCY7-16-1	chr16	+	50278830	50352046	ADCY7	113
ZNF185-23-1	chrX	+	152066671	152142025	ZNF185	7739
C1ORF195-1-1	chr1	-	15490692	15498120	C1orf195	727684
MCUR1-6-1	chr6	-	13786781	13814794	MCUR1	63933
RSRC1-3-1	chr3	+	157823690	158262624	RSRC1	51319
CCDC96-4-1	chr4	-	7042576	7044728	CCDC96	257236
CARNS1-11-1	chr11	+	67183149	67193078	CARNS1	57571
SNORD4B-17-1	chr17	+	27050699	27050772	SNORD4B	26772
PRSS53-16-1	chr16	-	31094745	31100289	PRSS53	339105
RPA2-1-1	chr1	-	28218036	28241308	RPA2	6118
LOC100134868-20-1	chr20	+	25990435	26002431	LOC100134868	100134868
C7ORF65-7-1	chr7	+	47694842	47701246	C7orf65	401335
ARG2-14-1	chr14	+	68086579	68118437	ARG2	384
LRRD1-7-1	chr7	-	91774169	91808900	LRRD1	401387
SURF1-9-1	chr9	-	136218660	136223361	SURF1	6834
ENTPD8-9-1	chr9	-	140328816	140335901	ENTPD8	377841
SNORA43-9-1	chr9	-	139620556	139620689	SNORA17B	677824
KRT1-12-1	chr12	-	53068520	53074191	KRT1	3848
DDA1-19-1	chr19	+	17420337	17434107	DDA1	79016
PCDHGC3-5-1	chr5	+	140855569	140892546	PCDHGC3	5098
MIR548AS-13-1	chr13	+	93142416	93142473	MIR548AS	100847092
FAM83B-6-1	chr6	+	54711569	54809897	FAM83B	222584
NRG3-10-1	chr10	+	83635070	84746935	NRG3	10718
OXA1L-14-1	chr14	+	23235731	23240998	OXA1L	5018
HDAC2-6-1	chr6	-	114257320	114292359	HDAC2	3066
FZD6-8-1	chr8	+	104310661	104345094	FZD6	8323
LCE3D-1-1	chr1	-	152551860	152552980	LCE3D	84648
CCL4-17-1	chr17	+	34431220	34433014	CCL4	6351
RFX6-6-1	chr6	+	117198376	117253326	RFX6	222546
CCDC125-5-1	chr5	-	68576519	68628623	CCDC125	202243
GRP-18-1	chr18	+	56887400	56898003	GRP	2922
PCGEM1-2-1	chr2	+	193614571	193641625	PCGEM1	64002
TBC1D17-19-1	chr19	+	50380682	50392007	TBC1D17	79735
LCN1-9-1	chr9	+	138413284	138418386	LCN1	3933
ASNS-7-1	chr7	-	97481429	97501854	ASNS	440
CD38-4-1	chr4	+	15779921	15850706	CD38	952
CYSTM1-5-1	chr5	+	139554653	139623374	CYSTM1	84418
TLL1-4-1	chr4	+	166794390	167026330	TLL1	7092
ACSM1-16-1	chr16	-	20634555	20709066	ACSM1	116285
CYP4F30P-2-1	chr2	+	131437623	131443436	CYP4F30P	100132708
EIF3M-11-1	chr11	+	32605313	32624037	EIF3M	10480
PRAMEF12-1-1	chr1	+	12834984	12838049	PRAMEF12	390999
PRR5L-11-1	chr11	+	36317725	36486754	PRR5L	79899
FKBP7-2-1	chr2	-	179328391	179343646	FKBP7	51661
UACA-15-1	chr15	-	70946893	71055932	UACA	55075
RPP40-6-1	chr6	-	4995280	5004297	RPP40	10799
TMEM114-16-1	chr16	-	8619502	8622226	TMEM114	283953
SLC4A1AP-2-1	chr2	+	27886338	27917847	SLC4A1AP	22950
EPGN-4-1	chr4	+	75174187	75182520	EPGN	255324
TFAP2A-AS1-6-1	chr6	+	10412551	10416402	TFAP2A-AS1	100130275
HS6ST3-13-1	chr13	+	96743093	97491816	HS6ST3	266722
CEP97-3-1	chr3	+	101443436	101489404	CEP97	79598
LY75-CD302-2-1	chr2	-	160625139	160761267	LY75-CD302	100526664
RAET1E-6-1	chr6	-	150204511	150217195	RAET1E	135250
EPS8L3-1-1	chr1	-	110292702	110306644	EPS8L3	79574
GBF1-10-1	chr10	+	104005255	104142656	GBF1	8729
CRTAP-3-1	chr3	+	33155450	33189265	CRTAP	10491
MAPRE1-20-1	chr20	+	31407699	31438211	MAPRE1	22919
B3GALT2-1-1	chr1	-	193147860	193155743	B3GALT2	8707
CLEC3A-16-1	chr16	+	78056443	78066003	CLEC3A	10143
REPIN1-7-1	chr7	+	150065361	150071133	REPIN1	29803
ZNF621-3-1	chr3	+	40566376	40581043	ZNF621	285268
ARID1B-6-1	chr6	+	157098980	157531913	ARID1B	57492
RDH8-19-1	chr19	+	10123925	10132954	RDH8	50700
GPRC5A-12-1	chr12	+	13043956	13066600	GPRC5A	9052
KRT4-12-1	chr12	-	53200327	53207900	KRT4	3851
TERC-3-1	chr3	-	169482398	169482848	TERC	7012
INTS1-7-1	chr7	-	1509913	1544018	INTS1	26173
POLE3-9-1	chr9	-	116169515	116173029	POLE3	54107
VWC2-7-1	chr7	+	49813257	49961546	VWC2	375567
USP32P1-17-1	chr17	+	16690206	16707819	USP32P1	162632
SERPINC1-1-1	chr1	-	173872938	173886516	SERPINC1	462
ZNF117-7-1	chr7	-	64434830	64451414	ZNF117	51351
SLC9A8-20-1	chr20	+	48429250	48508779	SLC9A8	23315
RBM4-11-1	chr11	+	66406088	66435856	RBM4	5936
GRK1-13-1	chr13	+	114321594	114438637	GRK1	6011
SMG1P1-16-1	chr16	+	22448329	22503541	SMG1P1	641298
THAP11-16-1	chr16	+	67876213	67878098	THAP11	57215
LOC728554-5-1	chr5	+	177302262	177311269	LOC728554	728554
TBX2-17-1	chr17	+	59477257	59486827	TBX2	6909
SPOCD1-1-1	chr1	-	32256023	32281652	SPOCD1	90853
RRAD-16-1	chr16	-	66955582	66959439	RRAD	6236
DPY19L2P4-7-1	chr7	+	89748714	89754914	DPY19L2P4	442523
TECPR1-7-1	chr7	-	97844755	97881563	TECPR1	25851
MED22-9-1	chr9	-	136207751	136215011	MED22	6837
LYPD6B-2-1	chr2	+	149894981	150071776	LYPD6B	130576
MOCS3-20-1	chr20	+	49575351	49578400	MOCS3	27304
POLR2D-2-1	chr2	-	128603840	128615729	POLR2D	5433
GIMAP4-7-1	chr7	+	150264458	150271043	GIMAP4	55303
FAM160B1-10-1	chr10	+	116581503	116659586	FAM160B1	57700
MYH4-17-1	chr17	-	10346607	10372876	MYH4	4622
GPR20-8-1	chr8	-	142366585	142377365	GPR20	2843
DUSP12-1-1	chr1	+	161719558	161726952	DUSP12	11266
PDGFA-7-1	chr7	-	536895	559481	PDGFA	5154
CREB3L4-1-1	chr1	+	153940315	153946840	CREB3L4	148327
UCN3-10-1	chr10	+	5406976	5416169	UCN3	114131
THSD7A-7-1	chr7	-	11410062	11871824	THSD7A	221981
PIEZO1-16-1	chr16	-	88781746	88851372	PIEZO1	9780
TPTE2P3-13-1	chr13	+	53063128	53161225	TPTE2P3	220115
SULT1A4-16-1	chr16	+	29471207	29476301	SULT1A4	445329
NBEAP1-15-1	chr15	-	20874797	20961480	NBEAP1	606
RAB1B-11-1	chr11	+	66036056	66044963	RAB1B	81876
MIR1185-2-14-1	chr14	+	101510535	101510620	MIR1185-2	100302209
CCRL2-3-1	chr3	+	46448721	46454488	CCRL2	9034
NBPF23-1-1	chr1	-	149125598	149154987	NBPF17P	401967
OLA1-2-1	chr2	-	174937175	175113365	OLA1	29789
EIF3F-11-1	chr11	+	8008867	8017718	EIF3F	8665
FSIP2-2-1	chr2	+	186603355	186698016	FSIP2	401024
CCDC60-12-1	chr12	+	119772517	119978852	CCDC60	160777
LOC100506124-2-1	chr2	-	166713985	166728451	LOC100506124	100506124
C6ORF47-6-1	chr6	-	31626075	31628549	C6orf47	57827
KIF20A-5-1	chr5	+	137514408	137523404	KIF20A	10112
ALDH1L1-AS2-3-1	chr3	+	125898908	125929012	ALDH1L1-AS2	100862662
C9ORF117-9-1	chr9	+	130469263	130476303	CFAP157	286207
MYBPC3-11-1	chr11	-	47352957	47374253	MYBPC3	4607
A2MP1-12-1	chr12	-	9381129	9386803	A2MP1	3
ZNF385D-3-1	chr3	-	21459911	22414132	ZNF385D	79750
MAK16-8-1	chr8	+	33342685	33358778	MAK16	84549
SLC45A4-8-1	chr8	-	142217265	142264728	SLC45A4	57210
KDM5B-1-1	chr1	-	202696532	202777549	KDM5B	10765
BACE2-21-1	chr21	+	42539728	42654461	BACE2	25825
FRMD7-23-1	chrX	-	131211021	131262050	FRMD7	90167
DMPK-19-1	chr19	-	46272975	46285815	DMPK	1760
ZFAT-8-1	chr8	-	135490031	135725292	ZFAT	57623
TOP1P2-22-1	chr22	+	25160468	25161988	TOP1P2	7152
LOC100631378-19-1	chr19	-	38314362	38345836	LOC100631378	100631378
MYO1C-17-1	chr17	-	1367480	1396001	MYO1C	4641
CREBL2-12-1	chr12	+	12764831	12798041	CREBL2	1389
CD86-3-1	chr3	+	121774209	121839990	CD86	942
OR2W5-1-1	chr1	+	247654370	247655711	OR2W5	441932
BEX1-23-1	chrX	-	102317581	102319168	BEX1	55859
RIN1-11-1	chr11	-	66099535	66104000	RIN1	9610
FCGR1B-1-1	chr1	-	120926128	120935944	FCGR1B	2210
DNAJC11-1-1	chr1	-	6694228	6761966	DNAJC11	55735
TBL2-7-1	chr7	-	72983274	72993013	TBL2	26608
MIR5004-6-1	chr6	+	33406108	33406214	MIR5004	100847012
KNSTRN-15-1	chr15	+	40674922	40686489	KNSTRN	90417
RBM6-3-1	chr3	+	49977474	50114685	RBM6	10180
HRK-12-1	chr12	-	117298225	117319232	HRK	8739
SLC1A5-19-1	chr19	-	47263587	47292280	SLC1A5	6510
RPL18A-19-1	chr19	+	17970687	17974133	RPL18A	6142
LOC100505812-19-1	chr19	+	48758932	48761451	CARD8-AS1	100505812
RPS6KA2-AS1-6-1	chr6	+	167317186	167318557	RPS6KA2-AS1	100861523
LRRC3-AS1-21-1	chr21	-	45870869	45875167	LRRC3-DT	100861510
PBOV1-6-1	chr6	-	138537123	138539627	PBOV1	59351
SNORD113-9-14-1	chr14	+	101411986	101412056	SNORD113-9	767569
SERPINE3-13-1	chr13	+	51915168	51939555	SERPINE3	647174
LOC100506858-5-1	chr5	-	2303834	2312315	LOC100506858	100506858
HADHB-2-1	chr2	+	26467616	26513333	HADHB	3032
MIR4755-20-1	chr20	+	32636925	32636996	MIR4755	100616434
SPNS3-17-1	chr17	+	4337219	4391499	SPNS3	201305
FAM218A-4-1	chr4	+	165878100	165880273	FAM218A	152756
DDI2-1-1	chr1	+	15943953	15995539	DDI2	84301
SCGN-6-1	chr6	+	25652429	25702011	SCGN	10590
TAS2R9-12-1	chr12	-	10961693	10962767	TAS2R9	50835
LOC644554-19-1	chr19	+	38307931	38317278	LOC644554	644554
NPHP3-3-1	chr3	-	132399453	132441303	NPHP3	27031
FBXL17-5-1	chr5	-	107194734	107718080	FBXL17	64839
KLRC1-12-1	chr12	-	10594863	10607215	KLRC1	3821
C22ORF29-22-1	chr22	-	19833661	19842371	RTL10	79680
PEX11G-19-1	chr19	-	7541756	7555884	PEX11G	92960
KRTAP5-8-11-1	chr11	+	71249071	71250253	KRTAP5-8	57830
CLEC4M-19-1	chr19	+	7828035	7834491	CLEC4M	10332
RBL1-20-1	chr20	-	35624752	35724403	RBL1	5933
MTG1-10-1	chr10	+	135207621	135234174	MTG1	92170
SMC1B-22-1	chr22	-	45739944	45809500	SMC1B	27127
EIF5A2-3-1	chr3	-	170606204	170626426	EIF5A2	56648
RAD23A-19-1	chr19	+	13056628	13064457	RAD23A	5886
WDR66-12-1	chr12	+	122356463	122441839	WDR66	144406
KLF4-9-1	chr9	-	110247133	110252047	KLF4	9314
P2RY13-3-1	chr3	-	151044096	151047337	P2RY13	53829
C11ORF80-11-1	chr11	+	66512207	66613997	C11orf80	79703
RHO-3-1	chr3	+	129247482	129254187	RHO	6010
MT2A-16-1	chr16	+	56642478	56643409	MT2A	4502
MIR4716-15-1	chr15	-	49461267	49461350	MIR4716	100616332
MIR567-3-1	chr3	+	111831648	111831745	MIR567	693152
KERA-12-1	chr12	-	91444268	91452131	KERA	11081
TEX19-17-1	chr17	+	80317123	80321652	TEX19	400629
EPHX2-8-1	chr8	+	27348519	27402439	EPHX2	2053
C1ORF95-1-1	chr1	+	226736501	226796915	STUM	375057
PASK-2-1	chr2	-	242045514	242089394	PASK	23178
NOXO1-16-1	chr16	-	2028918	2031704	NOXO1	124056
NPHS2-1-1	chr1	-	179519674	179545086	NPHS2	7827
PROB1-5-1	chr5	-	138727635	138730885	PROB1	389333
C18ORF21-18-1	chr18	+	33552588	33559250	C18orf21	83608
COMMD9-11-1	chr11	-	36293842	36310999	COMMD9	29099
GAB2-11-1	chr11	-	77926336	78128868	GAB2	9846
MIR548A1-6-1	chr6	+	18572015	18572111	MIR548A1	693125
ULK4P3-15-1	chr15	+	30395935	30423951	ULK4P3	89837
IREB2-15-1	chr15	+	78730518	78793798	IREB2	3658
EDAR-2-1	chr2	-	109510927	109605828	EDAR	10913
PPP3R2-9-1	chr9	-	104353897	104357283	PPP3R2	5535
EIF2S3-23-1	chrX	+	24073065	24096927	EIF2S3	1968
RSF1-11-1	chr11	-	77371047	77531915	RSF1	51773
GOLGA8CP-15-1	chr15	+	20767674	20781026	GOLGA8CP	729786
RNU6-78P-12-1	chr12	-	32146773	32146802	RNU6-78P	100873778
CERS6-AS1-2-1	chr2	-	169628461	169642939	CERS6-AS1	100861402
PDYN-20-1	chr20	-	1959402	1974931	PDYN	5173
CDCA5-11-1	chr11	-	64833772	64851635	CDCA5	113130
DIMT1-5-1	chr5	-	61684351	61699728	DIMT1	27292
MIR4648-7-1	chr7	+	2566708	2566786	MIR4648	100616116
HLCS-21-1	chr21	-	38123189	38362545	HLCS	3141
IQCJ-3-1	chr3	+	158787041	158984096	IQCJ	654502
PLA2G2D-1-1	chr1	-	20439143	20446059	PLA2G2D	26279
MIR384-23-1	chrX	-	76139698	76139785	MIR384	494333
MED24-17-1	chr17	-	38175350	38210889	MED24	9862
TARS-5-1	chr5	+	33440802	33468196	TARS	6897
IL2-4-1	chr4	-	123372625	123377650	IL2	3558
NRG1-8-1	chr8	+	31496820	32622558	NRG1	3084
MPZL1-1-1	chr1	+	167691187	167761156	MPZL1	9019
HRC-19-1	chr19	-	49654455	49658686	HRC	3270
KRT19-17-1	chr17	-	39679869	39684641	KRT19	3880
SLC25A51-9-1	chr9	-	37877572	37904350	SLC25A51	92014
DNAH12-3-1	chr3	-	57327727	57530071	DNAH12	201625
YIF1A-11-1	chr11	-	66052051	66056638	YIF1A	10897
RPS26-12-1	chr12	+	56435686	56438007	RPS26	6231
SNORD84-6-1	chr6	-	31508878	31508955	SNORD84	692199
CDRT15L2-17-1	chr17	+	20483037	20484224	CDRT15L2	256223
LRRC10B-11-1	chr11	+	61276272	61278490	LRRC10B	390205
C9ORF53-9-1	chr9	+	21967138	21967753	CDKN2A-DT	51198
SOWAHD-23-1	chrX	+	118892576	118894165	SOWAHD	347454
CYP4F2-19-1	chr19	-	15988834	16008884	CYP4F2	8529
GFRA3-5-1	chr5	-	137588069	137610544	GFRA3	2676
GDI1-23-1	chrX	+	153665259	153671814	GDI1	2664
LHFPL2-5-1	chr5	-	77781038	77944648	LHFPL2	10184
AREL1-14-1	chr14	-	75127955	75179807	AREL1	9870
CLIP2-7-1	chr7	+	73703805	73820273	CLIP2	7461
CLEC19A-16-1	chr16	+	19297105	19322269	CLEC19A	728276
HTR2B-2-1	chr2	-	231972944	231989926	HTR2B	3357
RPL37A-2-1	chr2	+	217363520	217366190	RPL37A	6168
KCNIP1-5-1	chr5	+	169780491	170163636	KCNIP1	30820
ALDH1B1-9-1	chr9	+	38392661	38398662	ALDH1B1	219
DNAH10-12-1	chr12	+	124246786	124420267	DNAH10	196385
ATP10A-15-1	chr15	-	25923859	26110304	ATP10A	57194
LTBP1-2-1	chr2	+	33172221	33624576	LTBP1	4052
POPDC3-6-1	chr6	-	105605775	105627858	POPDC3	64208
DDX24-14-1	chr14	-	94517268	94547558	DDX24	57062
ABCB4-7-1	chr7	-	87031361	87105019	ABCB4	5244
PPM1K-4-1	chr4	-	89178761	89205983	PPM1K	152926
LOC100507377-12-1	chr12	-	74526953	74686411	LOC100507377	100507377
CNOT10-3-1	chr3	+	32726637	32815367	CNOT10	25904
MSRB1-16-1	chr16	-	1988234	1993294	MSRB1	51734
ZNF530-19-1	chr19	+	58111253	58124090	ZNF530	348327
HLA-F-AS1-6-1	chr6	-	29694378	29716826	HLA-F-AS1	285830
ZNF814-19-1	chr19	-	58380747	58400442	ZNF814	730051
GPR1-AS-2-1	chr2	+	207068100	207130967	GPR1-AS	101669764
CLC-19-1	chr19	-	40221893	40228669	CLC	1178
FAM156A-23-1	chrX	-	52976462	53024651	FAM156A	29057
FOLR4-11-1	chr11	+	94038803	94040858	IZUMO1R	390243
CRCP-7-1	chr7	+	65579805	65619555	CRCP	27297
SPRY3-23-1	chrX	+	154842226	155012121	SPRY3	10251
NUMB-14-1	chr14	-	73741858	73925288	NUMB	8650
C12ORF66-12-1	chr12	-	64580098	64616076	C12orf66	144577
HADH-4-1	chr4	+	108910870	108956331	HADH	3033
GDF15-19-1	chr19	+	18496968	18499986	GDF15	9518
KCNMB3-3-1	chr3	-	178957537	178984838	KCNMB3	27094
BTRC-10-1	chr10	+	103113790	103317078	BTRC	8945
ST6GALNAC3-1-1	chr1	+	76540389	77100311	ST6GALNAC3	256435
AGPAT2-9-1	chr9	-	139567595	139581911	AGPAT2	10555
SLC25A26-3-1	chr3	+	66119285	66429351	SLC25A26	115286
ELK1-23-1	chrX	-	47493744	47510003	ELK1	2002
MS4A10-11-1	chr11	+	60552821	60568778	MS4A10	341116
ITM2B-13-1	chr13	+	48807274	48836232	ITM2B	9445
LOC286083-8-1	chr8	-	1244294	1250827	LOC286083	286083
F11R-1-1	chr1	-	160965001	160991133	F11R	50848
MIR17-13-1	chr13	+	92002859	92002942	MIR17	406952
BIRC7-20-1	chr20	+	61867235	61871859	BIRC7	79444
ADRA1B-5-1	chr5	+	159343740	159400017	ADRA1B	147
PP12613-4-1	chr4	+	122685740	122687963	PP12613	100192379
NCR3LG1-11-1	chr11	+	17373279	17398868	NCR3LG1	374383
N6AMT2-13-1	chr13	-	21302036	21348095	EEF1AKMT1	221143
TMEM182-2-1	chr2	+	103378490	103450948	TMEM182	130827
TMC8-17-1	chr17	+	76125505	76139049	TMC8	147138
TPTE2P6-13-1	chr13	+	25154346	25171814	TPTE2P6	374491
C10ORF62-10-1	chr10	+	99349450	99350691	C10orf62	414157
PRKCQ-10-1	chr10	-	6469105	6622263	PRKCQ	5588
OR6C74-12-1	chr12	+	55641072	55642010	OR6C74	254783
SLC25A18-22-1	chr22	+	18043030	18073651	SLC25A18	83733
ZNF45-19-1	chr19	-	44416776	44439411	ZNF45	7596
KRT222-17-1	chr17	-	38811872	38821416	KRT222	125113
CCDC103-17-1	chr17	+	42977080	42983541	CCDC103	388389
ARNT-1-1	chr1	-	150782181	150849244	ARNT	405
ATP6V0D1-16-1	chr16	-	67471917	67515089	ATP6V0D1	9114
B4GALNT2-17-1	chr17	+	47209822	47247351	B4GALNT2	124872
THAP4-2-1	chr2	-	242523820	242576753	THAP4	51078
DZANK1-20-1	chr20	-	18364011	18447995	DZANK1	55184
MS4A6A-11-1	chr11	-	59939080	59952139	MS4A6A	64231
GPR82-23-1	chrX	+	41583408	41589388	GPR82	27197
RMDN3-15-1	chr15	-	41028085	41047458	RMDN3	55177
RAB40A-23-1	chrX	-	102753053	102774417	RAB40A	142684
SNORD12B-20-1	chr20	+	47896850	47896952	SNORD12B	100113393
BEND2-23-1	chrX	-	18181051	18239024	BEND2	139105
FAM47E-4-1	chr4	+	77135193	77204936	FAM47E	100129583
CT47A7-23-1	chrX	-	120087136	120090454	CT47A7	653282
PTDSS2-11-1	chr11	+	450280	491399	PTDSS2	81490
MIR486-8-1	chr8	-	41517959	41518026	MIR486-1	619554
SLFN5-17-1	chr17	+	33570086	33594768	SLFN5	162394
LIN52-14-1	chr14	+	74551656	74667117	LIN52	91750
LOC100130075-12-1	chr12	-	69198217	69199274	LOC100130075	100130075
TIFAB-5-1	chr5	-	134784558	134788089	TIFAB	497189
FAM224A-24-1	chrY	+	20488419	20492713	FAM224A	401630
YES1-18-1	chr18	-	721592	812327	YES1	7525
CSTF2-23-1	chrX	+	100075348	100095924	CSTF2	1478
SPANXN5-23-1	chrX	-	52825186	52826388	SPANXN5	494197
SLC25A35-17-1	chr17	-	8191082	8198709	SLC25A35	399512
DHRS11-17-1	chr17	+	34948226	34957233	DHRS11	79154
AIDA-1-1	chr1	-	222841355	222886602	AIDA	64853
TTTY7B-24-1	chrY	-	9544433	9552871	TTTY7B	100101120
POU5F1P4-1-1	chr1	+	155402971	155404053	POU5F1P4	645682
ZNF8-19-1	chr19	+	58790314	58827023	ZNF8	7554
SUPT3H-6-1	chr6	-	44794467	45345788	SUPT3H	8464
LOC101559451-17-1	chr17	+	4607525	4608824	LOC101559451	101559451
MIR4708-14-1	chr14	-	65801835	65801901	MIR4708	100616176
RHBDD2-7-1	chr7	+	75508317	75518244	RHBDD2	57414
MN1-22-1	chr22	-	28144265	28197486	MN1	4330
ZNF573-19-1	chr19	-	38229203	38270230	ZNF573	126231
TMEM72-AS1-10-1	chr10	-	45306451	45455137	TMEM72-AS1	220980
C1ORF112-1-1	chr1	+	169763224	169822229	C1orf112	55732
USP17L29-4-1	chr4	+	9355364	9356956	USP17L29	728405
SNORA67-17-1	chr17	+	7481273	7481409	SNORA67	26781
PPIL4-6-1	chr6	-	149825631	149867238	PPIL4	85313
GYG2P1-24-1	chrY	-	14517915	14533389	GYG2P1	352887
PPL-16-1	chr16	-	4932508	4987136	PPL	5493
NSMF-9-1	chr9	-	140342022	140353808	NSMF	26012
SNORD54-8-1	chr8	-	56986398	56986460	SNORD54	26795
SNORA62-3-1	chr3	+	39452545	39452698	SNORA62	6044
CST4-20-1	chr20	-	23666277	23669662	CST4	1472
ALOX12P2-17-1	chr17	+	6756895	6803668	ALOX12P2	245
TMEM232-5-1	chr5	-	109755197	110062507	TMEM232	642987
MOSPD1-23-1	chrX	-	134021656	134049314	MOSPD1	56180
MUC15-11-1	chr11	-	26580579	26593815	MUC15	143662
PPP1R1C-2-1	chr2	+	182818968	182996109	PPP1R1C	151242
UBE2J2-1-1	chr1	-	1189292	1209234	UBE2J2	118424
VSIG1-23-1	chrX	+	107288160	107322414	VSIG1	340547
BMS1P2-10-1	chr10	+	47225571	48203788	BMS1P2	642826
PARP8-5-1	chr5	+	49961733	50142356	PARP8	79668
FDCSP-4-1	chr4	+	71091788	71100969	FDCSP	260436
IGFL4-19-1	chr19	-	46543006	46544274	IGFL4	444882
MIR99A-21-1	chr21	+	17911409	17911489	MIR99A	407055
RBMXL3-23-1	chrX	+	114423963	114427536	RBMXL3	139804
SLC35C1-11-1	chr11	+	45825623	45834568	SLC35C1	55343
MGST1-12-1	chr12	+	16500076	16530123	MGST1	4257
TRIM35-8-1	chr8	-	27142404	27168834	TRIM35	23087
PKDREJ-22-1	chr22	-	46651560	46659277	PKDREJ	10343
RTEL1-20-1	chr20	+	62289163	62327606	RTEL1	51750
MYBBP1A-17-1	chr17	-	4442191	4458921	MYBBP1A	10514
MIR432-14-1	chr14	+	101350820	101350913	MIR432	574451
ZNF383-19-1	chr19	+	37708828	37734828	ZNF383	163087
C2ORF78-2-1	chr2	+	74011316	74044274	C2orf78	388960
CBLC-19-1	chr19	+	45281126	45303903	CBLC	23624
CXCL10-4-1	chr4	-	76942269	76944689	CXCL10	3627
KRTAP10-4-21-1	chr21	+	45993606	45994987	KRTAP10-4	386672
PCAT4-4-1	chr4	+	80748625	80784401	PCAT4	118425
TRIM54-2-1	chr2	+	27505297	27530307	TRIM54	57159
LOC100132831-23-1	chrX	-	40690470	40692449	LOC100132831	100132831
CNEP1R1-16-1	chr16	+	50059117	50070999	CNEP1R1	255919
CHST14-15-1	chr15	+	40763160	40765357	CHST14	113189
CLOCK-4-1	chr4	-	56294068	56413076	CLOCK	9575
DPCR1-6-1	chr6	+	30908777	30921998	MUCL3	135656
MBL1P-10-1	chr10	+	81679934	81682875	MBL1P	8512
CWF19L1-10-1	chr10	-	101992055	102027437	CWF19L1	55280
CLASP1-2-1	chr2	-	122095352	122407052	CLASP1	23332
KIAA1737-14-1	chr14	+	77564578	77583630	CIPC	85457
DPYD-1-1	chr1	-	97543299	98386615	DPYD	1806
WWP2-16-1	chr16	+	69796187	69975644	WWP2	11060
CCDC144B-17-1	chr17	-	18441114	18528930	CCDC144B	284047
